,title,Achievement_rate,amount,people
4774,《超人总动员2》官方正版授权超人游艇玩具,122%,24448.0,65
4775,佐森《招财迎客松》 全铜臻品 艺术摆件,346%,346848.0,1121
4776,优点智能 世界杯定制版智能指纹锁,944%,1888925.0,33
4777,宜兴纯手工紫砂壶【威震八方】●传承非遗,140%,70356.0,237
4778,你没见过的烤箱！海氏蒸汽嫩烤美味健康安全,2079%,1039866.0,2622
4779,小狗当当周边，智能电动滑板车,760%,380129.0,2180
4780,龙眼【VR行车】记录仪，智能行车管家,109%,109522.0,79
4781,【LIN+BLUE出品】双蓝宝石镂空手表指引者B2,226%,226029.0,352
4782,米拉画展定制《山海经》KACO原创字母笔,100%,20000.0,327
4783,米拉画展限量定制《山海经》神兽罴九丝巾,103%,20787.0,51
4784,伴食999纯银筷头黑檀木筷身可拆卸便携筷,1022%,2045810.0,14430
4785,什么样的洗澡刷才适合您的皮肤？,191%,95766.6,1400
4786,宜兴匠心紫砂壶●会升值的【灵芝供春壶】,135%,67670.0,250
4787,Bluedio正版授权 发烧级AI耳机,124%,124623.0,696
4788,徽风皖韵一生痴绝处歙之砚,337%,168652.0,279
4789,【手腕音箱】能戴在手上的高保真迷你低音炮,1020%,1020409.0,9224
4790,小狗当当周边，DDRG幻变HIFI耳机,891%,445905.0,4895
4791,全球首款[全功能眼镜]1副=11副,1847%,923611.1,17818
4792,【传承经典】禅心小和尚木雕！,341%,170640.0,1500
4793,【家用便携真空机】红酒真空，美食保鲜,1414%,1414367.7,9208
4794,不用插电的空气盒子，净化空气回归大自然,112%,112721.0,170
4795,【总统收藏】78岁大师叶培荣珍藏级真迹,235%,117926.0,497
4796,【智能语音遥控伴侣】智能生活，张口即来,792%,792457.0,6133
4797,Cork时光手袋，穿梭万年的匠心良品,103%,103044.0,956
4798,超声波活氧果蔬洁净仪——守护家人健康,258%,516181.0,744
4799,【看脸的时代】推荐宇宙第一款水果味洗脸刷,933%,466914.5,11292
4800,让颈椎不再酸麻胀痛-智能按摩修复枕,1350%,2701315.5,52262
4801,入门级无人机摄像云台拍照自由飞行由您掌控,2545%,2545531.0,24540
4802,【国家队限量版】翻盖隐藏式临时停车牌,820%,820448.1,95918
4803,联想智能手表Watch X 45天长续航,401%,401240.0,1180
4804,#调香大师的驱蚊精油#，微森林驱蚊精油,1212%,1212519.6,105769
4805,iLCE爱洛菲斯全新一代美肤洁面仪,338%,338403.0,706
4806,致敬经典【挚爱一生紫砂壶】,102%,51255.0,273
4807,为宠而生 喂宠一生 旺角智能宠物喂食器,112%,112943.0,147
4808,寻酒之路,351%,175825.0,3265
4809,绿颐春色-龙井新茶,454%,45420.0,325
4810,小奇智慧早教机器人,1005%,1005361.0,31234
4811,【贵妃醉酒】回眸一笑百媚生，酒一盏醉红颜,328%,164457.0,1573
4812,爷爷的铁匠铺/陨石纹锻打菜刀,217%,108819.0,451
4813,喵喵机P2 高清便携式口袋打印机,3407%,3407908.0,2672
4814,印承MINI多功能除湿机，让晴天无处不在,437%,437565.0,1335
4815,凯迪仕智能指纹锁K9 全新升级一触即开,1207%,2414159.0,664
4816,自动晴雨两用伞  小黑伞一开立降10度,124%,124437.0,1223
4817,糖尿病患者的福音-专用激光治疗仪,2901%,2901375.0,77825
4818,loock鹿客智能门锁，一步极速开门,6129%,6129958.0,668
4819,车载空气净化器，一键开关，随享清新空气,103%,206714.0,199
4820,【木念磁】再也不会找不到钥匙,100%,50450.0,320
4821,一款时尚舒适城市多种骑行方式的助力电单车,310%,310475.0,118
4822,体感无人机 体感坦克 手势智能控制 酷炫操作,149%,149689.0,311
4823,时尚达人便携式榨汁杯,563%,563168.0,1324
4824,中国国家书画院收藏——国画大师马伟,153%,76851.0,41
4825,多功能实木玩具 鸭子模型摆件 家居周边,105%,105626.0,524
4826,扶锦笙·轻奢原创云锦两用手工包,321%,160538.0,602
4827,让你倍有面的型男智能双肩包●防丢防盗,418%,209012.0,3563
4828,漫能×腾讯动漫《一人之下》官方正版晴雨漫能伞,460%,46040.0,452
4829,漫能×腾讯动漫《狐妖小红娘》官方正版晴雨漫能伞,175%,17505.0,158
4830,发明专利，一款预防驼背和近视的儿童学习椅,4118%,2059040.0,4270
4831,夏天降温很简单，极度凉感T恤还你一个冰爽夏日,112%,112047.0,743
4832,宜兴苏菲匠心纯手工●会升值的【笑樱壶】,234%,117279.0,211
4833,当手表都长得都差不多时，你还有什么选择？,550%,275356.0,337
4834,不倒饭勺，向传统不卫生说再见,807%,80715.9,3741
4835,一休无重力可调节磁石理疗脖肌松弛器,322%,645297.0,5396
4836,优梦无压枕/创新释压网格技术改革好睡眠,1692%,3384046.0,23327
4837,风梢雨叶-盛夏果实-宜兴原创紫砂壶茶具,107%,53644.0,144
4838,【听雨凭几】一把时髦的老灵魂,104%,52466.0,239
4839,素造原作太极青铜线香插,264%,26420.0,40
4840,用comicam拍照，照片DIY新境界！,1165%,1165161.0,10725
4841,龙泉天子宝剑（天子号）非遗传承技艺,466%,466076.0,1070
4842,B2 PLUS 蓝牙主动降噪头戴耳机,102%,102349.0,330
4843,偏轴100%，画面不缺失的微投影仪心动吗,386%,386773.0,760
4844,【降温黑科技】行走的空调 持续保冷10小时,1651%,1651238.0,6422
4845,收藏级天字号宝剑——名匠巨作良工锻制,1866%,1866156.0,4537
4846,可穿戴式多穴同灸艾灸仪三元灸,1089%,1089573.0,8807
4847,智能儿童定位鞋安全守护防水芯片免购装卡,124%,249745.0,1255
4848,世界欠你一个好的充电宝  我们给你,342%,684201.0,10974
4849,一键全自动智能真空保鲜机，让生活更新鲜,102%,205582.0,490
4850,桌面从此不杂乱—XPro智能电站,109%,219277.0,993
4851,多功能智能可收纳无线充电器,100%,100550.0,773
4852,阿里巴巴上市敲钟人何宁宁：一刻钟健身,133%,66504.6,837
4853,卡西威尔A2智能电动车青春版【全新上市】,1003%,1003521.9,1649
4854,中华龙青花五绝，国大师弟子江智泉手制,148%,74480.0,28
4855,《烈火如歌》珐琅莲花心经手镯,581%,58128.0,60
4856,《莽荒纪》官方授权  泉字号莽荒龙泉剑,101%,50696.0,42
4857,小欧电动车，轻松出行，乐享城市清风,301%,602944.0,347
4858,小鸡球球周边，4万次声波电动牙刷,622%,311101.0,9508
4859,龙泉战国剑——收藏级宝剑,460%,460474.0,600
4860,来自漫威粉的告白“情书”漫威Q版七彩书灯,111%,55536.0,192
4861,手账无线充移动电源，一台三用，简单生活,188%,377578.0,1842
4862,可编程教学可游戏对战智能坦克,113%,113362.0,212
4863,【传统龙泉手工剑】 大师古法锻造非遗传承,662%,1324716.0,3069
4864,【非遗木雕】风流才子唐伯虎！萌萌哒！,109%,54510.0,345
4865,Mini洗衣神器，年轻人的口袋洗衣器,5216%,5216706.0,17562
4866,黑猫日记-多功能智能人体感应灯,155%,155617.0,1495
4867,SKT真烟烘烤电子烟 兼容IQOS烟弹,3080%,3080432.0,29408
4868,烟灰缸净化器——除二手烟，为健康而生,647%,647142.0,2402
4869,宝宝辅食餐具 帮助宝宝培养自主进食能力,100%,100702.0,1267
4870,颜值爆表黑科技第二代纳米疏水晴雨玲珑伞,1434%,1434253.0,9610
4871,潮州非遗传承人章金财大师全手工手拉壶,106%,106860.0,77
4872,国画大师马占林《江南水乡》真迹系列,129%,64887.0,39
4873,【开门提醒 远程开锁】 斑点猫智能指纹锁,635%,635608.0,372
4874,玩转夏天，突破常规-便携式无叶手持风扇,311%,622157.0,5553
4875,HST环磁 咔嚓手机支架,148%,148041.3,2845
4876,大功率充电站 QC3.0/PD双协议快充,102%,102418.0,628
4877,【支持天猫精灵】的无线物联自调色LED灯,229%,229960.0,558
4878,LaPEARL丽明珠·防盗背包界的行李箱,554%,554037.9,5824
4879,小宇青年小烤炉，升级版胡桃木烤炉！,355%,355006.0,3294
4880,便携式移动电源棒,118%,118236.0,488
4881,星图fairy无人机-高清智能空中相机,3060%,3060728.0,3272
4882,小T旅行伴侣枕您的健康调养师,216%,108165.0,233
4883,WOJOK无线充鼠标垫，智能办公新体验,106%,106912.0,435
4884,aiya儿童超声波电动牙刷——跳一跳,2260%,2260507.7,105501
4885,全自动实木商务机械表Ⅱ,214%,214885.0,1345
4886,你的第一台全域脚感控速走步机，乐走自由,116%,233672.0,128
4887,【瑞士智能助便马桶盖】让你坐享健康,2277%,2277182.0,1620
4888,新零售电商创业陷阱，28条电商创业军规,100%,50244.5,1243
4889,激活丁丁潜能 让男性[更硬 更持久]体验多重高潮,5073%,5073892.0,9868
4890,能雾化精华水的水肌仪，肌肤补水更补营养,1829%,3659850.0,15093
4891,智能迷你电动自行车——时尚代步，快乐骑行,106%,213420.0,80
4892,泰普颈椎枕 真芯护颈 云端睡眠,317%,158682.0,929
4893,传统余杭纸伞遇上潮牌,100%,50143.0,41
4894,绝地求生限量版自动压枪宏编程游戏鼠标,107%,53928.0,321
4895,防割k包 有范更实用 轻便大容量,405%,405494.0,5326
4896,iite牙小白 S2儿童智能电动牙刷（糖果版）,1047%,1047933.0,2843
4897,爱尔威智能晾衣机,347%,347335.0,415
4898,益盾防蓝光防紫外线防辐射智能变色眼镜,341%,341190.0,1345
4899,【仿生光控灭蚊器】家居神器，灭蚊好帮手,146%,146476.0,1084
4900,PaMu真无线蓝牙耳机，防水不脱落,946%,1893989.0,7541
4901,魔豆智能蓝牙耳机，唤醒你的听觉乐趣,105%,210022.0,929
4902,治愈系比得兔 融入简约器物 回归生活本真,154%,77315.0,1475
4903,TastePlus/悦味八合一配料置物盘,707%,35372.0,148
4904,众筹陪伴，和娃一起赢免费小板凳儿,117%,35340.0,68
4905,季德胜国家保密配方手工祖方皂“四美系列”,105%,105337.0,140
4906,高工作品--功夫小品壶黑金砂水扁,440%,44041.0,109
4907,3D立体硅胶坐垫：让你坐的干爽又健康,253%,253933.0,1697
4908,【旅行青蛙】宝贝守护计划—儿童反拐教育,250%,25040.0,1720
4909,七彩触拍智能硅胶夜灯，音乐不倒翁解压玩具,103%,207717.0,670
4910,千玉颜生·日月山水杯垫套装,104%,104304.0,452
4911,最经济实惠的桌面SLA 3D打印机,108%,217904.0,218
4912,抖音小姐姐热门款 爱尔威智能骑行箱,5350%,5350333.0,2666
4913,恶搞柴犬原创设计手机壳,102%,102939.0,33
4914,艾尔法宠物护理机，给“它”最好的呵护,111%,111944.0,28
4915,魔吻出品|复仇者联盟3漫威正版授权首饰,480%,240354.0,2052
4916,U WEAR户外运动GPS智能手表,1278%,1278188.0,2538
4917,青橙原创定量调料瓶组合 烹出健康真滋味,855%,427628.7,10078
4918,创意木质桌面收纳套装文具摆件收纳盒置物架,100%,50147.0,261
4919,一面科技一面艺术【重新定义遮阳帘】,160%,80070.0,1021
4920,烟小二电子烟，一键式消毒充电，戒烟你行的,218%,436734.0,2236
4921,我有！蓝牙无损音箱+无线快充+充电宝+手机支架,146%,293388.0,5558
4922,ksmak金指码一握开指纹锁K51智能云锁,3940%,7881044.0,909
4923,《复仇者联盟3》正版授权-主题纪念马克杯,429%,214776.0,2844
4924,施华洛世奇情侣hifi石墨烯圈铁耳机,572%,572635.0,1389
4925,仁和药业，果蔬酵素，新品首发！1905天深层发酵,1487%,743988.0,2146
4926,高工作品--匠心紫砂壶幻影,169%,16966.0,34
4927,洗牙器，牙垢一冲 无影无踪，小鸡球球正版授权,2541%,1270560.0,16230
4928,国母收藏，国画大师李奕影牡丹手绘真迹,127%,63984.0,16
4929,便携随身卡包，抽拉设计超薄隐形个性卡包,106%,212166.0,992
4930,【BEAN富氢杯】改善水质，“氢”装上阵,3222%,3222158.0,10405
4931,一款全息幻影屏智能手表，颠覆认知,199%,398603.0,2717
4932,洛比小狸云智能早教学习机器人,104%,104252.0,81
4933,十八般武艺锤起锤落—朱炳仁铜壶,373%,186820.0,149
4934,三合一无线充电器 [做简约生活的先行者],812%,812013.0,5107
4935,【智能光控物理灭蚊器】户外便携，静音灭蚊,842%,842424.9,9181
4936,上古奇石颜如玉，精工冰碛岩大师茶具,745%,372858.0,1041
4937,透明水晶蓝牙音箱，极简设计，给您视听享受,108%,217385.0,344
4938,TATA-PUNCH智能搏击垫,109%,109656.0,48
4939,山水大师陈根福写意国画真迹,120%,60471.0,29
4940,一款能制冷的即热式开水机,127%,127358.0,211
4941,【芝士拉糕】西式原材碰撞中式糕点的独特美,100%,10074.2,185
4942,【灭蚊台灯三合一】水母多功能美学灭蚊灯,241%,241907.0,995
4943,【玩转童年】极客爸爸儿童数码小单反相机,216%,216540.0,1390
4944,3M创新科技 五年力作 水晶焕彩蜡,302%,302448.0,3753
4945,球形便携式风扇，独特造型，清凉一夏,102%,102975.0,1618
4946,来呀～快活啊！君岛爱震动棒，让您爽欲喷张,403%,201832.0,1609
4947,一张可以鲜活空间的高颜值茶台,226%,113162.0,38
4948,便携手摇磨豆机，轻巧省力，不惧硬豆,103%,206662.0,5259
4949,国大师+云岭首席技能大师打造人文四方茶仓,103%,51876.0,22
4950,便携式太阳能充电应急电站,104%,313316.0,384
4951,网红桃花酒 你离女神只差一壶酒的距离,335%,67156.0,1032
4952,【陈皮普洱】老祖宗的创新，非物质文化遗产,368%,184384.0,2646
4953,祈福转运唐卡 藏传佛教 高原瑰宝,1421%,1421156.0,6117
4954,【桂花糖藕】享受江南莲藕的特有做法和味道,102%,10231.2,259
4955,国宾礼特供国学书法定制,235%,117950.0,175
4956,洁面瘦脸神器：洁面导入卸妆提拉紧致多效合一,102%,204062.0,1029
4957,你的睡眠魔法师—白噪音声光助眠仪,128%,128110.0,525
4958,【水立方制造】厨房专用空气净化器,109%,109605.0,217
4959,33°阳光拆分组合床垫，可软可硬，由你定,523%,1046258.0,387
4960,止痒黑科技——蚊虫叮咬止痒易 快速止痒,657%,657719.0,4643
4961,时尚公主娃娃珍藏版，六一特制,103%,103838.0,752
4962,ZHIFU智服—小方邮差包、Mini随身包,925%,1850367.0,20931
4963,小宇青年小炉台，年轻人必备厨房良品！,847%,847128.0,3572
4964,寻·节气·烧脑之作 路遇一只高逼格的手表,435%,217861.0,1429
4965,思水宝物理性三级陶瓷过滤家用直饮净水器,208%,208791.0,209
4966,【瑞士卷】三口味，给生活多点色彩,166%,16611.5,181
4967,「把文字化成茶，喝进肚子里」,3088%,6177743.0,6122
4968,嗡嗡USB驱蚊器，还你无蚊夏天,101%,202422.0,2520
4969,龙园号勐海普洱金沱，品十年老茶之味！,154%,77220.0,313
4970,乳酸菌、山药、黑糖沙琪玛，我还真没吃过,180%,18054.0,195
4971,Hedgren超轻防盗刷双肩包商务出行包,102%,102971.0,37
4972,方寸之间、彰显风华——和田玉印章,109%,109328.0,119
4973,【人脸识别  “认脸”报警】 一款会认脸的智能猫眼,1806%,1806973.0,794
4974,缘具【日常】而不寻常的宜兴原创紫砂壶套具,101%,50688.0,66
4975,街拍兽3.0自拍相机，你的专属“摄影师”,187%,374434.0,384
4976,小禾金钟驱蚊小精灵，有我“罩”着你,1040%,2080839.0,46035
4977,没声音的超级灭蚊机器人,104%,208504.0,1006
4978,复仇者联盟3 U型枕抱枕靠垫,214%,107437.0,3433
4979,【国礼·茶器】柴烧七彩极光耀变兔毫建盏,267%,133832.0,474
4980,饮庐，，原创宜兴紫砂壶茶具实用茶壶茶器,103%,51658.0,256
4981,50本名著解读，让自律成为一种习惯,439%,219508.0,1532
4982,智能车匙包，原创+智能的新方式,100%,50351.6,1802
4983,eggisland快充万能充电宝,25552%,255522.9,7602
4984,江湖信物横空出世--持令者皆兄弟,3828%,1914299.0,6521
4985,手游吃鸡神器单手机械键盘,143%,143944.0,681
4986,石墨烯震膜耳机【落地不成盒 为游戏而生】,102%,205360.0,1874
4987,SpaceCube2代双翼多功能旅行背包,139%,139742.0,389
4988,老同志华夏经典普洱 百年古树七子饼茶叶,1315%,657676.0,3111
4989,电影《后来的我们》正版授权台湾冻顶乌龙茶,1009%,100915.0,247
4990,头部可旋转并浴花，一款更懂您的搓澡神器,441%,220957.8,1888
4991,【西门子智能新品】pm2.5空气检测仪,440%,440293.0,559
4992,领略书法渊源 从楚简隶书开始,107%,53898.0,263
4993,《神犬小七第三季》官方授权游戏数据线,537%,376328.0,13199
4994,【中华麦饭石】招财旺运-金蟾石壶,416%,416815.0,3121
4995,《后来的我们》正版授权弗居日影对筷杯,110%,22160.0,217
4996,深山黄芪土雪蜜.好蜜如脂.乡村高浓度的良心真蜜！！,728%,145775.8,1753
4997,铁棍山药脆片→抢走薯片锅巴粉丝的网红零食,128%,128750.0,3492
4998,高颜值更轻盈 新概念无线吸尘器,2299%,1149809.0,1277
4999,创意益智滑道积木拼插玩具,123%,61656.0,367
5000,DIY魔法穿线板,101%,50730.0,1335
5001,电钻螺丝拼图,102%,51435.0,1143
5002,多功能变形恐龙光枪,106%,53302.0,919
